bodr;Bodr
b_ledatha;Ledatha
b_kakabra;Kakabra
b_keopuga;Keopuga
kaematha;Kaematha
b_sakabra;Sakabra
b_kudony;Kudony
b_kuareda;Kuareda
b_wudira;Wudira
b_baysony;Baysony
b_agilira;Agilira
b_ronoran;Ronoran
b_asilsanadanpal;Asilsa-Nadanpal
quarira;Quarira
b_ejakatti;Ejakatti
b_naloran;Naloran
b_raemelen;Raemelen
b_eforelen;Eforelen
b_tonelen;Tonelen
b_ehenelen;Ehenelen
b_rilabra;Rilabra
b_redatha;Redatha
benelen;Benelen
b_aleopuga;Aleopuga
b_borony;Borony
b_tedibor;Tedibor
b_tudatha;Tudatha
b_ronibor;Ronibor
b_awilony;Awilony
b_soribor;Soribor
b_naluga;Naluga
lorabra;Lorabra
b_ebedatti;Ebedatti
b_ronatti;Ronatti
b_dicatha;Dicatha
b_baemibor;Baemibor
b_aqiloran;Aqiloran
b_detuga;Detuga
b_rilibor;Rilibor
b_rilbosakna;Rilbo-Sakna
raemibor;Raemibor
kororan;Kororan
taxpe;Taxpe
daxpe;Daxpe
saxpe;Saxpe
raxpe;Raxpe
dudko;Dudko
sesas;Sesas
nazko;Nazko
qazas;Qazas
bauhune;Bauhune
ralauhiks;Ralauhiks
nutla;Nutla
ebairm;Ebairm
seluzma;Seluzma
selubal;Selubal
butla;Butla
navs;Navs
tisa;Tisa
tisa_adj;Tisa
ess;Ess
bn;Bæn
tyass;Tyass
etau;Etau
tuls;Tuls
qakla;Qakla
syape;Syape
b_kesudo;Kesudo
b_reiliks;Reçiliks
b_tamadai;Tamadai
b_tosas;Tosas
b_bazudo;Bazudo
b_tosyape;Tosyape
b_kosage;Kosage
b_tylune;Tylune
liks;Liks
b_wosudo;Wosudo
b_sukyako;Sukyako
b_qudo;Qudo
b_tulya;Tulya
b_bonaxpe;Bo-Naxpe
b_abamune;Abamune
b_ryape;Ryape
b_techira;Techira
lesperaxpe;Lespe-Raxpe
b_sukudo;Sukudo
b_tesae;Tesaññe
b_saziks;Saziks
b_tosiks;Tosiks
b_wukune;Wukune
b_ramage;Ramage
b_kosae;Kosaññe
b_wegiks;Wegiks
akukas;Akukas
b_welune;Welune
b_qosira;Qosira
b_sudo;Sudo
b_abaxpeke;Abaxpe-Ke
b_lauhina;Lauhina
b_liladai;Liladai
b_egosas;Egosas
b_anegyape;Anegyape
besiks;Besiks
b_welyape;Welyape
b_rilyape;Rilyape
b_lyape;Lyape
b_dosiks;Dosiks
b_qeludo;Qeludo
b_kosudo;Kosudo
b_wukira;Wukira
rudo;Rudo
b_kelira;Kelira
b_dyehudo;Dyehudo
b_suliks;Suliks
b_deliks;Deliks
b_tazina;Tazina
b_labae;Labaññe
b_sazya;Sazya
deladai;Deladai
b_ataxpenazko;Ataxpe-Nazko
b_razabae;Razabaññe
b_bira;Bira
b_regudo;Regudo
b_baxae;Baxaññe
b_tamira;Tamira
b_besina;Besina
b_kegyape;Kegyape
ebune;Ebune
b_waziks;Waziks
b_tegya;Tegya
b_naxae;Naxaññe
b_tosae;Tosaññe
b_telya;Telya
b_ryehyape;Ryehyape
b_keliks;Keliks
b_niks;Niks
bazae;Bazaññe
b_amudo;Amudo
b_sosudo;Sosudo
b_tekadai;Tekadai
b_sabira;Sabira
b_bune;Bune
b_qaxudo;Qaxudo
b_duliks;Duliks
b_rosudo;Rosudo
ryako;Ryako
b_tesune;Tesune
b_tiladai;Tiladai
b_anegusas;Anegusas
b_sauhudo;Sauhudo
b_rehina;Rehina
b_tamyape;Tamyape
b_nosusas;Nosusas
b_qiks;Qiks
bazyako;Bazyako
b_tosune;Tosune
b_kauhina;Kauhina
b_aqauhiks;Aqauhiks
b_lamae;Lamaññe
b_sexyape;Sexyape
b_namudo;Namudo
b_bamina;Bamina
b_relyis;Relyis
nosiks;Nosiks
b_qauhiks;Qauhiks
b_tesyape;Tesyape
b_qosudo;Qosudo
b_baxudo;Baxudo
b_tetampe;Te-Tampe
b_samyako;Samyako
b_qebelyape;Qebelyape
b_rabiks;Rabiks
b_rabira;Rabira
b_ezabiks;Ezabiks
b_deezko;De-Ezko
b_kuludo;Kuludo
b_azabiks;Azabiks
b_lukya;Lukya
b_qampedazpe;Qampe-Dazpe
b_raziks;Raziks
kya;Kya
b_rulyape;Rulyape
b_sylina;Sylina
b_budo;Budo
b_kegira;Kegira
b_tazusas;Tazusas
b_eduliks;Eduliks
b_wamiks;Wamiks
b_ewosudo;Ewosudo
wilage;Wilage
b_nyape;Nyape
b_kamira;Kamira
b_qegya;Qegya
b_kekyako;Kekyako
b_nasage;Nasage
b_nabiks;Nabiks
b_lazudo;Lazudo
tazae;Tazaññe
b_byako;Byako
b_dusas;Dusas
b_egosiks;Egosiks
b_degyape;Degyape
b_dyehage;Dyehage
b_teskokampe;Tesko-Kampe
b_tabyape;Tabyape
b_erazpetaxas;Erazpe-Taxas
qamyako;Qamyako
b_nosage;Nosage
b_saxyape;Saxyape
b_legae;Legaññe
b_tukiks;Tukiks
b_sekae;Sekaññe
b_kabadai;Kabadai
b_kosyape;Kosyape
b_erabina;Erabina
lekudo;Lekudo
b_aregyape;Aregyape
b_dulyape;Dulyape
b_ketekdoleknaregra;Ketekdo-Lekna Regra
b_dekyape;Dekyape
b_kukudo;Kukudo
b_qegas;Qegas
b_tabiks;Tabiks
b_teladai;Teladai
riks;Riks
b_rukyako;Rukyako
b_raxpekaxpe;Raxpe-Kaxpe
b_wekiks;Wekiks
b_rukune;Rukune
b_rukae;Rukaññe
b_sulira;Sulira
b_namyape;Namyape
b_taxiks;Taxiks
nabudo;Nabudo
kosas;Kosas
qaim;Qaimñ
emna;Emna
so;So
esro;Esro
wecdai;Wecdai
tamne;Tamne
qas;Qas
daina;Daina
aas;A’as
dubs;Dubs
ases;Asáes
niss;Niss
secs;Secs
kecs;Kecs
rias;Rias
wubs;Wubs
bams;Bams
ekens;Ekens
kags;Kags
kags_adj;Kags
rams;Rams
lals;Lals
dams;Dams
tiss;Tiss
qais;Qais
recs;Recs
nius;Nius
bius;Bius
disesa;Disesa
liacius;Liacius
liacius_DESC;All praise the almighty Turt!
turt;Turt
rurara;Rurara
etoil;Etoil
eqaranu;Eqaranu
evuut;Evuut
toh;Toh
qavn;Qavn
qohd;Qohd
ajohs;Ajohs
wart;Wart
era;Era
diud;Diud
loi;Loi
woht;Woht
qar;Qar
ejoad;Ejoad
waipine;Waipine
b_riosine;Riosine
b_rarine;Rarine
b_kureid;Kureid
b_narine;Narine
b_ruludha;Ruludha
b_kaurine;Kaurine
b_esusand;Esusand
naohkulh;Naoh-Kulh
b_keseid;Keseid
b_nioseid;Nioseid
b_diosi;Diosið
b_kagudha;Kagudha
b_taludha;Taludha
b_adredwig;Adredwig
b_weucaka;Weucaka
b_qulina;Qulina
lagaka;Lagaka
b_baoike;Baoike
b_raland;Raland
b_egeseike;Egeseike
b_efulewin;Efulewin
b_niosiyah;Niosiyah
b_taurupo;Taurupo
b_raond;Raond
b_qalayar;Qalayar
diosarda;Diosarda
b_efuliyah;Efuliyah
b_karewin;Karewin
b_siosiyah;Siosiyah
b_waurina;Waurina
b_ekarudha;Ekarudha
b_kuli;Kulið
b_siosina;Siosina
b_ralayar;Ralayar
laysira;Laysira
b_dakina;Dakina
b_epetuga;Epetuga
b_netina;Netina
b_worina;Worina
b_kejaksaarbotorra;Kejaksa-Arbo-Torra
b_rilatha;Rilatha
b_tetmasnudbatetlen;Tetmas-Nudba-Tetlen
b_ticibor;Ticibor
ejudibor;Ejudibor
kedna;Kedna
niwran;Niwran
ahunra;Ahunra
asiwga;Asiwga
eneda;Eneda
wira;Wira
qony;Qony
sira;Sira
wony;Wony
taln;Taln
qos;Qos
avab;Avab
evab;Evab
kuni;Kuni
ebali;Ebali
revi;Revi
ralab;Ralab
talephen;Talephen
karlek;Karlek
tasp;Tasp
amlurgen;Amlurgen
tarah;Tarah
tah;Tah
emlah;Emlah
tatah;Tatah
kosah;Kosah
asah;Asah
aleyle;Aleyle
bosa;Bosa
agorlek;Agorlek
bova;Bova
lova;Lova
ashp;Ashp
worabra;Worabra
b_teuseya;Teuseya
b_walala;Walala
b_baleya;Baleya
b_egreya;Egreya
b_keusatti;Keusatti
b_lalala;Lalala
b_enepala;Enepala
teusatti;Teusatti
korebia;Korebia
saem;Saem
ejoh;Ejoh
ana;Ana
kahk;Kahk
tor;Tor
taur;Taur
qale;Qale
ream;Ream
keuse;Keuse
tamm;Tamm
baam;Baam
wahke;Wahke
aline;Aline
rume;Rume
qause;Qause
kale;Kale
qijm;Qijm
nalm;Nalm
ajijm;Ajijm
leusm;Leusm
elutm;Elutm
esm;Esm
lorr;Lorr
walr;Walr
esr;Esr
kinr;Kinr
saure;Saure
lale;Lale
tasr;Tasr
raure;Raure
qaeme;Qaeme
balr;Balr
tarr;Tarr
tume;Tume
kikalay;Kikalay
wate;Wate
sacilef;Sacilef
riadwi;Riadwi
kaikad;Kaikad
woceth;Woceth
nad;Nad
aroth;Aroth
time;Time
tege;Tege
rabe;Rabe
woced;Woced
nege;Nege
simik;Simik
bimed;Bimed
ame;Ame
regi;Regi
qiwi;Qiwi
nausaura;Nausaura
b_kikunes;Kikunes
b_limur;Limur
b_dudis;Dudis
b_tutudis;Tutudis
b_walilen;Walilen
b_korudis;Korudis
b_tausuar;Tausuar
b_qandev;Qandev
esumalay;Esumalay
b_sikila;Sikila
b_kutaura;Kutaura
b_banaura;Banaura
b_dausaura;Dausaura
b_ranesine;Rane'sine
b_elasunes;Elasunes
b_asors;Asors
b_nasimur;Nasimur
b_nausine;Nausine
b_akausrre;Akausrre
b_tilen;Tilen
b_bordil;Bordil
b_rarunes;Rarunes
b_sausalay;Sausalay
b_tanimur;Tanimur
b_baurudis;Baurudis
kutine;Kutine
b_sikimur;Sikimur
b_baemimur;Baemimur
b_banrra;Banrra
b_sikilen;Sikilen
b_akanudis;Akanudis
b_elasudis;Elasudis
b_nanuar;Nanuar
b_evalimur;Evalimur
kalaura;Kalaura
b_eshaura;Eshaura
b_esuar;Esuar
b_qijimur;Qijimur
b_rauraura;Rauraura
b_qijaura;Qijaura
b_sevaleteuse;Sevale'teuse
b_eflantay;Eflantay
b_kajnesdis;Kajnesdis
rugiyan;Rugiyan
b_laucore;Laucore
b_nicayya;Nicayya
b_etekayya;Etekayya
b_reraria;Reraria
b_rezita;Rezita
b_qicezo;Qicezo
b_kazeliz;Kazeliz
b_reonata;Reonata
dyei;Dyei
rul;Rul
kit;Kit
nyol;Nyol
ney;Ney
anory;Anory
bitla;Bitla
rosk;Rosk
asey;Asey
tur;Tur
rug;Rug
lisey;Lisey
dahoy;Dahoy
wonin;Wonin
qonan;Qonan
bezl;Bezl
nare;Nare
kahili;Kahili
terada;Terada
terada_DESC;All praise the almighty La!
wanukka;Wanukka
rerkawerka;Rerka-Werka
dakarsa;Dakarsa
lerapa;Lerapa
arka;Arka
berka;Berka
kerka;Kerka
wenuna;Wenuna
derka;Derka
tinja;Tinja
kakka;Kakka
nogri;Nogri
kobka;Kobka
wakka;Wakka
kobasa;Kobasa
kanna;Kanna
evensa;Evensa
dorabra;Dorabra
b_amatti;Amatti
b_tudaclav;Tudaclav
b_baysina;Baysina
b_retoran;Retoran
b_ruaruga;Ruaruga
b_ricelen;Ricelen
b_kakuga;Kakuga
b_dudira;Dudira
dorbarudbor;Dorba-Rudbor
takeda;Takeda
duga;Duga
wo;Wo
tal;Tal
sudne;Sudne
kudsa;Kudsa
takga;Takga
qetbo;Qetbo
budlen;Budlen
nudb;Nudb
bo;Bo
adle;Adle
sudsa;Sudsa
netna;Netna
kipira;Kipira
rav;Rav
keopbo;Keopbo
sor;Sor
apetga;Apetga
wurn;Wurn
kakn;Kakn
turn;Turn
etta;Etta
qakn;Qakn
rarn;Rarn
lunn;Lunn
tonn;Tonn
tetay;Tetay
kaln;Kaln
kaln_adj;Kaln
kurn;Kurn
raluita;Raluita
dakemka;Dakemka
dakemka_DESC;All praise the almighty Kuul!
kuul;Kuul
adrecan;Adrecan
ekurolic;Ekurolic
kaunerucd;Kaun-Erucd
ejoanina;Ejoanina
tuu;Tuu
ecalt;Ecalt
noad;Noad
aram;Aram
amor;Amor
wurd;Wurd
lucn;Lucn
rucl;Rucl
turs;Turs
lavs;Lavs
lard;Lard
bavs;Bavs
sadunam;Sadunam
b_wushan;Wushan
b_waurmut;Waurmut
b_saurew;Saurew
b_lusemid;Lusemid
b_butun;Butun
b_kamojanant;Kamoja-Nant
b_wavun;Wavun
b_watew;Watew
sankau;Sank-Au
b_wavsa;Wavsa
b_lusakk;Lusakk
b_qohava;Qohava
b_larusha;Larusha
b_batakk;Batakk
b_tarar;Tarar
b_sojava;Sojava
b_qarun;Qarun
kutusha;Kutusha
b_taniamut;Taniamut
b_natunam;Natunam
b_esatew;Esatew
b_dohava;Dohava
b_wojakk;Wojakk
b_lademid;Lademid
b_banemid;Banemid
bavar;Bavar
b_neucew;Neucew
b_nojew;Nojew
b_wadusha;Wadusha
b_rakk;Rakk
b_ewanewtank;Ewanew-Tank
b_susutan;Susutan
b_aviolew;Aviolew
b_kanawtus;Kanawtus
qepaura;Qepaura
b_reusler;Reus Ler
b_qeuseya;Qeuseya
b_neuseya;Neuseya
b_koradra;Koradra
b_teusadra;Teusadra
b_depala;Depala
b_kalabra;Kalabra
b_norka;Nor Ka
epal;Epal
big;Big
sepl;Sepl
asa;Asa
kill;Kill
abal;Abal
efor;Efor
elyu;Elyu
ereva;Ereva
saya;Saya
keva;Keva
kevl;Kevl
kon;Kon
sigl;Sigl
will;Will
nela;Nela
qorl;Qorl
nor;Nor
sesa;Sesa
bonl;Bonl
tail;Tail
relre;Relre
tall;Tall
sail;Sail
elita;Elita
wevoch;Wevoch
wasari;Wasari
sabuku;Sabuku
raicanay;Raicanay
kagclaiya;Kagclaiya
rulc;Rulc
bas;Bas
kori;Kori
dabi;Dabi
kakc;Kakc
asro;Asro
wakc;Wakc
biyu;Biyu
das;Das
asisi;Asisi
b_keveraam;Keveraam
b_rabra;Rabra
b_kahkala;Kahkala
b_afleya;Afleya
b_kereya;Kereya
b_kauratti;Kauratti
b_doratti;Doratti
b_rejohelia;Rejohelia
aflatti;Aflatti
aform;Aform
neus;Neus
koh;Koh
ajohm;Ajohm
leam;Leam
afor;Afor
rosr;Rosr
waemr;Waemr
togew;Togew
negd;Negd
duld;Duld
qind;Qind
kem;Kem
bird;Bird
apuld;Apuld
nul;Nul
qird;Qird
kul;Kul
asta;Asta
rird;Rird
rubd;Rubd
epuld;Epuld
qawtus;Qawtus
kieid;Kiçeid
eth;Eth
wetohn;Wetohn
kalsasal;Kalsasal
waseid;Waseid
rotr;Rotr
qers;Qers
kind;Kind
nei;Nei
terd;Terd
kered;Kered
keid;Keid
tei;Tei
rered;Rered
rass;Rass
rotke;Rotke
teselg;Teselg
b_seseedun;Seseedun
b_eresane;Eresane
b_qirelg;Qirelg
b_tuline;Tuline
b_nuzenes;Nuzenes
b_sineya;Sineya
b_reiane;Reçiçane
b_aliho;Aliho
kuzawtus;Kuzawtus
b_asemahus;Asemahus
b_tesergia;Tesergia
b_rubeid;Rubeid
b_abegeid;Abegeid
b_lulelg;Lulelg
b_ekubahus;Ekubahus
b_raemelg;Raemelg
b_kinahus;Kinahus
kinine;Kinine
b_buziho;Buziho
b_resahus;Resahus
b_lesane;Lesane
b_nezyo;Nezyo
b_qineid;Qineid
b_liho;Liho
b_beid;Beid
b_asemiho;Asemiho
kyiliho;Kyiliho
b_seid;Seid
b_alinenes;Alinenes
b_todenes;Todenes
b_todyhon;Todyhon
b_rodyhon;Rodyhon
b_kineid;Kineid
b_ralius;Ralius
b_rergia;Rergia
sotos;Sotos
b_lazane;Lazane
b_lulenes;Lulenes
b_niniho;Niniho
b_lodaura;Lodaura
b_winn;Win-N-
b_winn_adj;Win-N-
b_kulelg;Kulelg
b_kirane;Kirane
b_ruzeid;Ruzeid
begaleid;Begaleid
b_leselg;Leselg
b_agirahus;Agirahus
b_kuleid;Kuleid
b_rirahus;Rirahus
b_tesane;Tesane
b_qaemine;Qaemine
b_suliho;Suliho
b_qaemelg;Qaemelg
dinahus;Dinahus
b_rinelg;Rinelg
b_rinelg_adj;Rinelg
b_luzahus;Luzahus
b_kuldagald;Kuld-Agald
b_rius;Rius
b_tyilahus;Tyilahus
b_ralahus;Ralahus
b_wuzaura;Wuzaura
b_edyilkinqul;Edyil-Kin-Qul
nalelg;Nalelg
b_wuliho;Wuliho
b_siraura;Siraura
b_delda;Deld-A
b_sesane;Sesane
b_edyhon;Edyhon
b_rapulane;Rapulane
b_wodine;Wodine
b_azawtus;Azawtus
ekegelg;Ekegelg
b_temiho;Temiho
b_qelg;Qelg
b_beselg;Beselg
b_tawtus;Tawtus
b_regaura;Regaura
b_ebegeid;Ebegeid
b_kalahus;Kalahus
b_kuzane;Kuzane
b_kireid;Kireid
b_tasho;Tasho
b_talane;Talane
b_wesergia;Wesergia
b_tesius;Tesius
b_demine;Demine
b_wuzrarind;Wuzra-Rind
b_ririne;Ririne
lesine;Lesine
b_bergia;Bergia
b_apuline;Apuline
b_kegane;Kegane
b_eleya;Eleya
b_selg;Selg
b_kidid;Kiçd-Id
b_wahus;Wahus
b_daemius;Daemius
b_sine;Sine
b_nodius;Nodius
b_neselg;Neselg
b_biahus;Biçahus
b_kiiho;Kiçiho
b_talahus;Talahus
b_tuzergia;Tuzergia
b_luzradid;Luzra-Diçd
tubeid;Tubeid
b_tesyros;Tesyros
b_lahus;Lahus
b_ruzelg;Ruzelg
b_dergia;Dergia
b_bodergia;Bodergia
b_elane;Elane
b_welg;Welg
b_ademine;Ademine
reseya;Reseya
b_tesawtus;Tesawtus
b_ryo;Ryo
b_rulahus;Rulahus
b_temahus;Temahus
b_wulaura;Wulaura
b_resenes;Resenes
b_nyilius;Nyilius
suzyros;Suzyros
b_legiho;Legiho
b_kamane;Kamane
b_delg;Delg
b_aiahus;Açiçahus
b_rirotos;Rirotos
b_resius;Resius
b_rinenes;Rinenes
rubine;Rubine
b_kinaura;Kinaura
b_amezdasem;Am-Ezd-Asem
b_nane;Nane
b_wiiho;Wiçiho
b_sulrid;Sul-Rid
b_ruzergia;Ruzergia
b_acaura;Acéaura
b_wieya;Wiçeya
ezyros;Ezyros
b_leid;Leid
b_lieid;Liçeid
b_kuzeid;Kuzeid
b_telg;Telg
b_azyros;Azyros
b_linotos;Linotos
b_teid;Teid
nalenes;Nalenes
awawtus;Awawtus
nar;Nar
kizar;Kizar
byas;Byas
atar;Atar
apar;Apäar
kinro;Kinro
eppo;Eppo
aph;Apäh
dyne;Dyne
kimpo;Kimpo
repv;Repv
ridr;Ridrä
atne;Atne
leedun;Leedun
katamc;Katamc
katamc_DESC;All praise the almighty Dat!
dat;Dat
kadata;Kadata
aperav;Aperav
teliya;Teliya
ryefata;Ryefata
del;Del
af;Af
dila;Dila
bar;Bar
tia;Tia
nya;Nya
dia;Dia
rat;Rat
agoukh;Agoukh
b_qyleta;Qyleta
b_wamrokar;Wamro Kar
b_latvat;Latvat
b_rinamc;Rinamc
b_timilk;Timilk
b_estambesvat;Estam Besvat
b_lilk;Lilk
b_lesamur;Lesamur
raijar;Raijar
b_denane;Denane
b_wimane;Wimane
b_binane;Binane
b_enimim;Enimimë
b_wametam;Wametam
b_rauhane;Rauhane
b_rauheta;Rauheta
b_bevideta;Bevideta
kepetam;Kepetam
b_qinilk;Qinilk
b_rimkil;Rimk Il
b_wyugeta;Wyugeta
b_reedun;Reedun
b_kidane;Kidane
b_ratlh;Ratlh
b_apamur;Apäamur
b_simamc;Simamc
arinim;Arinimë
b_ryleta;Ryleta
b_awyau;Awyau
b_kimovat;Kimovat
b_nyik;Nyik
b_relyae;Relyae
b_sidane;Sidane
b_dinamc;Dinamc
b_dyasar;Dyasar
ramar;Ramar
b_soukh;Soukh
b_teneta;Teneta
b_tasyik;Tasyik
b_qateta;Qateta
b_samane;Samane
b_deneta;Deneta
b_apesovat;Apesovat
b_qidar;Qidar
tauhdun;Tauhdun
b_widane;Widane
b_satilk;Satilk
b_wamilk;Wamilk
b_syaseta;Syaseta
b_ketam;Ketam
b_tyaseta;Tyaseta
b_lart;Lartç
b_timetam;Timetam
tesilk;Tesilk
b_dutilk;Dutilk
b_asyasilk;Asyasilk
b_agar;Agar
b_syugar;Syugar
b_limane;Limane
b_woukh;Woukh
b_qaijdun;Qaijdun
b_kelyu;Kelyu
lenane;Lenane
b_sinilk;Sinilk
b_rytapar;Ryt Apäar
b_rutim;Rutimë
b_nesovat;Nesovat
b_tepane;Tepane
b_baisdun;Baisdun
b_wideta;Wideta
b_kimilk;Kimilk
bimar;Bimar
b_tinar;Tinar
b_tepar;Tepar
b_agilk;Agilk
b_lidamc;Lidamc
b_nesamur;Nesamur
b_tinim;Tinimë
b_ninim;Ninimë
b_dantey;Dantey
dinoukh;Dinoukh
b_datl;Datl
b_naisdun;Naisdun
b_datvat;Datvat
b_kimwuwyu;Kimwu Wyu
b_eveneta;Eveneta
b_byik;Byik
b_lepma;Lepm A
ewamamur;Ewamamur
apart;Apäartç
kylt;Kylt
lyasvat;Lyasvat
nutro;Nutro
nijn;Nijn
bijn;Bijn
kijn;Kijn
tatn;Tatn
edoun;Edoun
qisn;Qisn
qanan;Qanan
alaha;Alaha
tijk;Tijk
tak;Tak
tenk;Tenk
apan;Apäan
asan;Asan
besam;Besam
nesan;Nesan
tanam;Tanam
anan;Anaçn
rap;Rapâ
ehan;Ehan
tecili;Tecili
rinunan;Rinunan
ena;En'a
ederyan;Ederyan
tuyaen;Tuyaen
keyapa;Keyapa
anaray;Anaray
sara;Sara
tet;Tet
lara;Lara
tura;Tura
linay;Linay
linka;Linka
bunt;Bunt
tekn;Tekn
eneza;Eneza
nilili;Nilili
b_nilan;Nilan
b_rigre;Rigre
b_becica;Becica
b_rinilen;Rinilen
b_rinilen_adj;Rinilen
b_kinindik;Kinindik
b_nilane;Nilane
b_nahammai;Nahammai
b_qenirgen;Qenirgen
tonili;Tonili
b_touwica;Touwica
b_touwan;Touwan
b_sigrr;Sigrr
b_asilili;Asilili
b_sugili;Sugili
b_agriy;Agriyâ
b_beopili;Beopili
b_amalugor;Amalugor
emalan;Emalan
b_kulan;Kulan
b_dirgen;Dirgen
b_talunan;Talunan
b_wapunan;Wapunan
b_kunan;Kunan
b_amaliy;Amaliyâ
b_kilugor;Kilugor
ligrica;Ligrica
b_rugor;Rugor
b_samc;Samc
b_ekalan;Ekalan
b_qugiy;Qugiyâ
b_kiy;Kiyâ
b_dugili;Dugili
b_ronilen;Ronilen
b_linugor;Linugor
ekenugor;Ekenugor
b_walili;Walili
b_qecili;Qecili
b_qica;Qica
b_edinaa;Edinâ Aa
b_necamc;Necamc
b_elatica;Elatica
b_kaliy;Kaliyâ
recane;Recane
b_lenunan;Lenunan
b_ateran;Ateran
b_wilica;Wilica
b_ralamur;Ralamur
b_bahunan;Bahunan
b_sulili;Sulili
b_binilen;Binilen
b_sinankam;Sinan Kam
sililen;Sililen
b_areopili;Areopili
b_qonane;Qonane
b_tenan;Tenan
b_lugam;Lugam
b_binirgen;Binirgen
b_qahin;Qahinâ
b_tammai;Tammai
b_silamc;Silamc
kecin;Kecinâ
b_kili;Kili
b_tapin;Tapinâ
b_namc;Namc
b_kapantam;Kapan Tam
b_qapindik;Qapindik
b_tahamagran;Taham Agran
b_tugica;Tugica
dalamc;Dalamc
b_bouwica;Bouwica
b_sapirgen;Sapirgen
b_siliy;Siliyâ
b_tatilen;Tatilen
b_rili;Rili
b_nouwili;Nouwili
b_arecan;Arecan
b_qenane;Qenane
b_sawilugor;Sawilugor
b_qulam;Qulam
b_bugica;Bugica
b_nouwan;Nouwan
b_awamur;Awamur
b_denin;Deninâ
b_nililen;Nililen
b_reniy;Reniyâ
b_darevag;Darevag
b_elleter;Elleter
b_kukeki;Kukeçki
b_kalith;Kalith
b_ranasmig;Ranasmig
b_lalah;Lalah
b_tanantay;Tanantay
b_esaijvatwarah;Esaijvat-Warah
enaleter;Enaleter
naijine;Naijine
bait;Bait
suph;Suph
egrah;Egrah
bahah;Bahah
qepsu;Qepsu
qadey;Qadey
kele;Kele
atare;Atare
wava;Wava
qakati;Qa'ka'ti
toumele;Toumele
aber;Aber
nageonor;Nageonor
ragilda;Ragilda
romalda;Romalda
neateth;Neateth
reko;Reko
ners;Ners
rins;Rins
wilr;Wilr
soh;Soh
tuis;Tuis
qagco;Qagco
soda;Soda
nons;Nons
det;Det
aloh;Aloh
tuhunas;Tuhunas
b_kartas;Kartas
b_kicare;Kicare
b_wicila;Wicila
b_luulusi;Luulusi
b_bemare;Bemare
b_warila;Warila
b_ricusi;Ricusi
b_kaluga;Kaluga
b_baraslan;Baraslan
b_lacong;Lacong
b_bukevag;Bukevag
b_aburine;Aburine
b_esepeki;Esepeçki
b_barenna;Barenna
b_kanasmig;Kanasmig
b_kanassak;Kanassak
esepohn;Esepohn
beoter;Beoter
dicr;Dicr
rist;Rist
ledt;Ledt
webr;Webr
kebt;Kebt
torka;Torka
wumt;Wumt
tebr;Tebr
norka;Norka
kizr;Kizr
dist;Dist
tisay;Tisay
konr;Konr
est;Est
kogr;Kogr
tart;Tart
lumr;Lumr
asumt;Asumt
bonay;Bonay
evalt;Evalt
nobka;Nobka
lizr;Lizr
bumr;Bumr
ramt;Ramt
sist;Sist
sumache;Sumache
sebyaka;Sebyaka
esiwe;Esiwe
teled;Teled
kabund;Kabund
neilulf;Neilulf
ehabelwi;Ehabelwi
asik;Asik
raude;Raude
kese;Kese
tiwi;Tiwi
roce;Roce
besik;Besik
arolf;Arolf
esed;Esed
rima;Rima
rege;Rege
ehoosith;Ehoosith
b_dalil;Dal'il
b_bakaria;Bakaria
b_laharia;Laharia
b_lazata;Lazata
b_sical;Sical
b_natalool;Natal'ool
b_qahlqinl;Qahlqinl
b_satitus;Satitus
wehiel;Wehiel
binith;Binith
sool;Sool
tehwe;Tehwe
daul;Daul
byekl;Byekl
ropl;Ropl
deil;Deil
tosl;Tosl
agopl;Agopl
qinl;Qinl
ehal;Ehal
saul;Saul
tiper;Tiper
kiper;Kiper
satal;Satal
ater;Ater
beher;Beher
keher;Keher
diper;Diper
seher;Seher
tater;Tater
rast;Rast
lira;Lira
agunt;Agunt
seta;Seta
beha;Beha
ruca;Ruca
rana;Rana
nuna;Nuna
katt;Katt
niafata;Niafata
latasett;Lata'sett
latasett_DESC;All praise the almighty S!
dokimsam;Dokimsam
aresamir;Aresamir
naka;Naçka
rusaran;Rusaran
tusr;Tusr
ryabr;Ryabr
lerr;Lerr
tab;Tab
kesn;Kesn
tunr;Tunr
nokr;Nokr
ab;Ab
lyabr;Lyabr
ekr;Ekr
kerr;Kerr
bunijne;Bunijne
b_sanergun;Sanergun
b_sanuyat;Sanuyat
b_rerdon;Rerdon
b_anergun;Anergun
b_nucateg;Nucateg
b_raluyat;Raluyat
b_kanako;Kanako
b_waluyat;Waluyat
tetuhan;Tetuhan
b_qaikako;Qaikako
b_taneven;Taneven
b_tiafata;Tiafata
b_rucaqant;Ruca'qant
b_nucata;Nucata
b_bortnatt;Bortnatt
b_nivako;Nivako
b_koranni;Koranni
b_ruyat;Ruyat
b_diafal;Diafal
b_doleven;Doleven
b_borye;Borye
b_erananni;Erananni
b_toluyat;Toluyat
b_elunateg;Elunateg
b_nerateg;Nerateg
qaduyat;Qaduyat
b_ebrencel;Ebrencel
b_sasilanni;Sasilanni
b_reruyat;Reruyat
b_betateg;Betateg
b_saterdon;Saterdon
b_lucako;Lucako
b_anako;Anako
b_waikako;Waikako
lanata;Lanata
b_ranalya;Ranalya
b_eboluhan;Eboluhan
b_natergun;Natergun
b_quceven;Quceven
b_ducijne;Ducijne
b_baika;Baika
b_wadinya;Wadinya
